trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type
3全日（冬）_09時18分_系統40223,10:01:00,10:01:00,170_01,33,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,10:02:00,10:02:00,171_01,34,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,10:03:00,10:03:00,172_01,35,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,10:04:00,10:04:00,173_01,36,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,10:06:00,10:06:00,174_01,37,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,10:07:00,10:07:00,175_01,38,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,10:09:00,10:09:00,176_01,39,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,10:10:00,10:10:00,177_01,40,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,10:12:00,10:12:00,178_01,41,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,10:13:00,10:13:00,179_01,42,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,10:15:00,10:15:00,180_01,43,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,10:16:00,10:16:00,181_01,44,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,10:17:00,10:17:00,182_01,45,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,10:18:00,10:18:00,183_01,46,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,10:19:00,10:19:00,184_01,47,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,10:19:00,10:19:00,185_01,48,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,10:20:00,10:20:00,338_02,49,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,10:20:00,10:20:00,181_03,50,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,10:21:00,10:21:00,230_01,51,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,10:23:00,10:23:00,188_01,52,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,10:25:00,10:25:00,189_01,53,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,10:26:00,10:26:00,190_01,54,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,10:29:00,10:29:00,191_01,55,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,10:30:00,10:30:00,192_01,56,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,10:31:00,10:31:00,193_01,57,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,10:32:00,10:32:00,194_01,58,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,10:33:00,10:33:00,195_01,59,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,10:34:00,10:34:00,196_01,60,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,10:35:00,10:35:00,197_01,61,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,10:36:00,10:36:00,198_01,62,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,10:38:00,10:38:00,1_01,63,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,10:41:00,10:41:00,1_02,64,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,10:42:00,10:42:00,2_01,65,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,10:43:00,10:43:00,3_01,66,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,10:44:00,10:44:00,4_01,67,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,10:45:00,10:45:00,199_01,68,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,10:46:00,10:46:00,200_01,69,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,10:47:00,10:47:00,201_01,70,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,10:48:00,10:48:00,200_02,71,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,10:49:00,10:49:00,199_02,72,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,10:52:00,10:52:00,5_01,73,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,10:53:00,10:53:00,6_01,74,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,10:54:00,10:54:00,7_01,75,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,10:55:00,10:55:00,120_02,76,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,10:55:00,10:55:00,119_02,77,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,10:56:00,10:56:00,118_02,78,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,10:57:00,10:57:00,202_01,79,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,10:58:00,10:58:00,203_01,80,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,10:59:00,10:59:00,204_01,81,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,11:00:00,11:00:00,9_03,82,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,11:01:00,11:01:00,10_01,83,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,11:02:00,11:02:00,11_01,84,三本木営業所,0,0
3全日（冬）_09時18分_系統40223,11:03:00,11:03:00,12_03,85,三本木営業所,1,0
3全日（冬）_11時26分_系統40122,11:26:00,11:26:00,12_02,1,馬門温泉,0,1
3全日（冬）_11時26分_系統40122,11:27:00,11:27:00,11_02,2,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,11:28:00,11:28:00,10_02,3,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,11:29:00,11:29:00,9_02,4,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,11:30:00,11:30:00,204_02,5,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,11:31:00,11:31:00,203_02,6,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,11:32:00,11:32:00,202_02,7,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,11:33:00,11:33:00,118_01,8,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,11:34:00,11:34:00,119_01,9,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,11:34:00,11:34:00,120_01,10,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,11:35:00,11:35:00,7_02,11,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,11:36:00,11:36:00,6_02,12,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,11:37:00,11:37:00,5_02,13,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,11:40:00,11:40:00,199_01,14,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,11:41:00,11:41:00,200_01,15,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,11:42:00,11:42:00,201_01,16,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,11:43:00,11:43:00,200_02,17,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,11:44:00,11:44:00,199_02,18,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,11:45:00,11:45:00,4_02,19,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,11:46:00,11:46:00,3_02,20,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,11:47:00,11:47:00,2_02,21,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,11:48:00,11:48:00,1_01,22,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,11:51:00,11:51:00,1_02,23,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,11:52:00,11:52:00,231_01,24,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,11:53:00,11:53:00,198_02,25,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,11:54:00,11:54:00,197_02,26,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,11:55:00,11:55:00,196_02,27,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,11:56:00,11:56:00,195_02,28,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,11:57:00,11:57:00,194_02,29,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,11:58:00,11:58:00,193_02,30,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,11:59:00,11:59:00,192_02,31,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,12:00:00,12:00:00,191_02,32,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,12:03:00,12:03:00,190_02,33,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,12:04:00,12:04:00,189_02,34,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,12:06:00,12:06:00,188_02,35,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,12:08:00,12:08:00,230_02,36,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,12:09:00,12:09:00,181_04,37,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,12:09:00,12:09:00,338_01,38,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,12:10:00,12:10:00,185_02,39,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,12:10:00,12:10:00,184_02,40,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,12:11:00,12:11:00,183_02,41,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,12:12:00,12:12:00,182_02,42,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,12:13:00,12:13:00,181_02,43,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,12:14:00,12:14:00,180_02,44,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,12:16:00,12:16:00,179_02,45,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,12:17:00,12:17:00,178_02,46,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,12:18:00,12:18:00,175_02,47,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,12:20:00,12:20:00,176_02,48,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,12:21:00,12:21:00,177_01,49,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,12:23:00,12:23:00,174_02,50,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,12:25:00,12:25:00,173_02,51,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,12:26:00,12:26:00,172_02,52,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,12:27:00,12:27:00,171_02,53,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,12:28:00,12:28:00,170_02,54,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,12:29:00,12:29:00,169_02,55,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,12:30:00,12:30:00,168_02,56,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,12:31:00,12:31:00,167_02,57,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,12:32:00,12:32:00,166_02,58,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,12:35:00,12:35:00,165_02,59,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,12:36:00,12:36:00,164_02,60,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,12:37:00,12:37:00,163_02,61,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,12:38:00,12:38:00,162_02,62,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,12:42:00,12:42:00,161_01,63,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,12:43:00,12:43:00,160_02,64,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,12:44:00,12:44:00,159_02,65,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,12:46:00,12:46:00,158_02,66,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,12:47:00,12:47:00,157_02,67,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,12:49:00,12:50:00,156_01,68,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,12:52:00,12:52:00,155_02,69,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,12:53:00,12:53:00,154_02,70,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,12:55:00,12:55:00,153_02,71,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,12:56:00,12:56:00,152_02,72,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,12:57:00,12:57:00,151_02,73,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,12:58:00,12:58:00,150_02,74,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,12:59:00,12:59:00,149_02,75,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,13:00:00,13:00:00,148_01,76,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,13:01:00,13:01:00,147_02,77,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,13:02:00,13:02:00,146_02,78,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,13:03:00,13:03:00,145_02,79,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,13:04:00,13:04:00,144_02,80,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,13:05:00,13:05:00,143_02,81,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,13:06:00,13:06:00,142_02,82,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,13:07:00,13:07:00,141_02,83,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,13:08:00,13:08:00,140_02,84,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,13:10:00,13:10:00,139_02,85,馬門温泉,0,0
3全日（冬）_11時26分_系統40122,13:12:00,13:12:00,138_01,86,馬門温泉,1,0
3全日（冬）_11時38分_系統40223,11:38:00,11:38:00,138_01,1,三本木営業所,0,1
3全日（冬）_11時38分_系統40223,11:40:00,11:40:00,139_01,2,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,11:42:00,11:42:00,140_01,3,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,11:43:00,11:43:00,141_01,4,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,11:44:00,11:44:00,142_01,5,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,11:45:00,11:45:00,143_01,6,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,11:46:00,11:46:00,144_01,7,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,11:47:00,11:47:00,145_01,8,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,11:48:00,11:48:00,146_01,9,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,11:49:00,11:49:00,147_01,10,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,11:50:00,11:50:00,148_01,11,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,11:51:00,11:51:00,149_01,12,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,11:52:00,11:52:00,150_01,13,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,11:53:00,11:53:00,151_01,14,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,11:54:00,11:54:00,152_01,15,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,11:55:00,11:55:00,153_01,16,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,11:57:00,11:57:00,154_01,17,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,11:58:00,11:58:00,155_01,18,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,12:00:00,12:00:00,156_01,19,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,12:02:00,12:02:00,157_01,20,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,12:03:00,12:03:00,158_01,21,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,12:05:00,12:05:00,159_01,22,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,12:06:00,12:06:00,160_01,23,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,12:08:00,12:08:00,161_01,24,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,12:11:00,12:11:00,162_01,25,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,12:12:00,12:12:00,163_02,26,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,12:13:00,12:13:00,164_01,27,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,12:14:00,12:14:00,165_02,28,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,12:17:00,12:17:00,166_01,29,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,12:18:00,12:18:00,167_01,30,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,12:19:00,12:19:00,168_01,31,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,12:20:00,12:20:00,169_01,32,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,12:21:00,12:21:00,170_01,33,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,12:22:00,12:22:00,171_01,34,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,12:23:00,12:23:00,172_01,35,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,12:24:00,12:24:00,173_01,36,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,12:26:00,12:26:00,174_01,37,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,12:27:00,12:27:00,175_01,38,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,12:29:00,12:29:00,176_01,39,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,12:30:00,12:30:00,177_01,40,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,12:32:00,12:32:00,178_01,41,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,12:33:00,12:33:00,179_01,42,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,12:35:00,12:35:00,180_01,43,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,12:36:00,12:36:00,181_01,44,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,12:37:00,12:37:00,182_01,45,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,12:38:00,12:38:00,183_01,46,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,12:39:00,12:39:00,184_01,47,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,12:39:00,12:39:00,185_01,48,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,12:40:00,12:40:00,338_02,49,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,12:40:00,12:40:00,181_03,50,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,12:41:00,12:41:00,230_01,51,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,12:43:00,12:43:00,188_01,52,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,12:45:00,12:45:00,189_01,53,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,12:46:00,12:46:00,190_01,54,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,12:49:00,12:49:00,191_01,55,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,12:50:00,12:50:00,192_01,56,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,12:51:00,12:51:00,193_01,57,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,12:52:00,12:52:00,194_01,58,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,12:53:00,12:53:00,195_01,59,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,12:54:00,12:54:00,196_01,60,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,12:55:00,12:55:00,197_01,61,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,12:56:00,12:56:00,198_01,62,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,12:58:00,12:58:00,1_01,63,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,13:01:00,13:01:00,1_02,64,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,13:02:00,13:02:00,2_01,65,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,13:03:00,13:03:00,3_01,66,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,13:04:00,13:04:00,4_01,67,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,13:05:00,13:05:00,199_01,68,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,13:06:00,13:06:00,200_01,69,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,13:07:00,13:07:00,201_01,70,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,13:08:00,13:08:00,200_02,71,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,13:09:00,13:09:00,199_02,72,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,13:12:00,13:12:00,5_01,73,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,13:13:00,13:13:00,6_01,74,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,13:14:00,13:14:00,7_01,75,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,13:15:00,13:15:00,120_02,76,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,13:15:00,13:15:00,119_02,77,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,13:16:00,13:16:00,118_02,78,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,13:17:00,13:17:00,202_01,79,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,13:18:00,13:18:00,203_01,80,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,13:19:00,13:19:00,204_01,81,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,13:20:00,13:20:00,9_03,82,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,13:21:00,13:21:00,10_01,83,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,13:22:00,13:22:00,11_01,84,三本木営業所,0,0
3全日（冬）_11時38分_系統40223,13:23:00,13:23:00,12_03,85,三本木営業所,1,0
3全日（冬）_14時26分_系統40122,14:26:00,14:26:00,12_02,1,馬門温泉,0,1
3全日（冬）_14時26分_系統40122,14:27:00,14:27:00,11_02,2,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,14:28:00,14:28:00,10_02,3,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,14:29:00,14:29:00,9_02,4,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,14:30:00,14:30:00,204_02,5,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,14:31:00,14:31:00,203_02,6,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,14:32:00,14:32:00,202_02,7,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,14:33:00,14:33:00,118_01,8,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,14:34:00,14:34:00,119_01,9,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,14:34:00,14:34:00,120_01,10,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,14:35:00,14:35:00,7_02,11,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,14:36:00,14:36:00,6_02,12,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,14:37:00,14:37:00,5_02,13,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,14:40:00,14:40:00,199_01,14,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,14:41:00,14:41:00,200_01,15,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,14:42:00,14:42:00,201_01,16,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,14:43:00,14:43:00,200_02,17,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,14:44:00,14:44:00,199_02,18,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,14:45:00,14:45:00,4_02,19,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,14:46:00,14:46:00,3_02,20,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,14:47:00,14:47:00,2_02,21,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,14:48:00,14:48:00,1_01,22,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,14:51:00,14:51:00,1_02,23,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,14:52:00,14:52:00,231_01,24,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,14:53:00,14:53:00,198_02,25,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,14:54:00,14:54:00,197_02,26,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,14:55:00,14:55:00,196_02,27,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,14:56:00,14:56:00,195_02,28,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,14:57:00,14:57:00,194_02,29,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,14:58:00,14:58:00,193_02,30,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,14:59:00,14:59:00,192_02,31,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,15:00:00,15:00:00,191_02,32,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,15:03:00,15:03:00,190_02,33,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,15:04:00,15:04:00,189_02,34,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,15:06:00,15:06:00,188_02,35,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,15:08:00,15:08:00,230_02,36,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,15:09:00,15:09:00,181_04,37,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,15:09:00,15:09:00,338_01,38,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,15:10:00,15:10:00,185_02,39,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,15:10:00,15:10:00,184_02,40,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,15:11:00,15:11:00,183_02,41,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,15:12:00,15:12:00,182_02,42,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,15:13:00,15:13:00,181_02,43,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,15:14:00,15:14:00,180_02,44,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,15:16:00,15:16:00,179_02,45,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,15:17:00,15:17:00,178_02,46,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,15:18:00,15:18:00,175_02,47,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,15:20:00,15:20:00,176_02,48,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,15:21:00,15:21:00,177_01,49,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,15:23:00,15:23:00,174_02,50,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,15:25:00,15:25:00,173_02,51,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,15:26:00,15:26:00,172_02,52,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,15:27:00,15:27:00,171_02,53,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,15:28:00,15:28:00,170_02,54,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,15:29:00,15:29:00,169_02,55,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,15:30:00,15:30:00,168_02,56,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,15:31:00,15:31:00,167_02,57,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,15:32:00,15:32:00,166_02,58,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,15:35:00,15:35:00,165_02,59,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,15:36:00,15:36:00,164_02,60,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,15:37:00,15:37:00,163_02,61,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,15:38:00,15:38:00,162_02,62,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,15:42:00,15:42:00,161_01,63,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,15:43:00,15:43:00,160_02,64,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,15:44:00,15:44:00,159_02,65,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,15:46:00,15:46:00,158_02,66,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,15:47:00,15:47:00,157_02,67,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,15:49:00,15:50:00,156_01,68,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,15:52:00,15:52:00,155_02,69,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,15:53:00,15:53:00,154_02,70,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,15:55:00,15:55:00,153_02,71,馬門温泉,0,0
3全日（冬）_14時26分_系統40122,15:56:00,15:56:00,152_02,72,馬門温泉,0,0
